,id_recorrido,duracion_recorrido,fecha_origen_recorrido,id_estacion_origen,nombre_estacion_origen,direccion_estacion_origen,long_estacion_origen,lat_estacion_origen,fecha_destino_recorrido,id_estacion_destino,nombre_estacion_destino,direccion_estacion_destino,long_estacion_destino,lat_estacion_destino,id_usuario,modelo_bicicleta,genero,minutos,horas,dia,mes
2050191,23819380,268,2024-11-11 09:39:03,149,149 - LIMA,México & Lima,-58.38136419999999,-34.6153266,2024-11-11 09:43:31,46,046 - Chile,Perú 718,-58.37436969999998,-34.6163729,114399.0,FIT,MALE,39,11,9,11
2396775,23819381,2,2024-11-11 09:39:05,533,077 - CRISOLOGO LARRALDE,Galván 3601,-58.4920304128975,-34.56119069896605,2024-11-11 09:39:07,564,318 - QUESADA,Quesada y Pacheco.,-58.48876191163941,-34.567603678163906,363811.0,FIT,FEMALE,39,11,9,11
2380293,23819382,914,2024-11-11 09:39:08,202,001 - FACULTAD DE DERECHO,Av. Pres. Figueroa Alcorta 2120,-58.390602,-34.583749,2024-11-11 09:54:22,63,063 - Reconquista,Viamonte 555,-58.37468663054962,-34.59977772506695,1096331.0,ICONIC,OTHER,39,11,9,11
2050244,23819383,611,2024-11-11 09:39:09,3,003 - ADUANA,Av. Paseo Colón 380,-58.369129063789,-34.61220714255728,2024-11-11 09:49:20,152,152 - JULIETA LANTERI,"Vera Peñaloza, Rosario 599 & Lanteri Julieta",-58.3596311,-34.6181645,1244366.0,FIT,MALE,39,11,9,11
2844072,23819384,1053,2024-11-11 09:39:24,387,278 - Donato Alvarez,"1540 Garcia, Juan Agustin",-58.465568000000005,-34.602028,2024-11-11 09:56:57,229,243 - PLAZOLETA CELEDONIO FLORES,Cordoba 6599,-58.451530000000005,-34.581576,699821.0,ICONIC,FEMALE,39,11,9,11
2164385,23819385,612,2024-11-11 09:39:28,3,003 - ADUANA,Av. Paseo Colón 380,-58.369129063789,-34.61220714255728,2024-11-11 09:49:40,152,152 - JULIETA LANTERI,"Vera Peñaloza, Rosario 599 & Lanteri Julieta",-58.3596311,-34.6181645,1244333.0,FIT,FEMALE,39,11,9,11
2210484,23819386,1037,2024-11-11 09:39:48,284,229 - RIGLOS,1019 Riglos,-58.435056,-34.631018,2024-11-11 09:57:05,449,352 - San Jose de Flores,Av. Rivadavia 6955,-58.463297377,-34.62883578,1054594.0,ICONIC,FEMALE,39,11,9,11
2396621,23819391,988,2024-11-11 09:39:49,518,329 - LAS CAÑITAS,Clay 2818,-58.431782000000005,-34.5738986,2024-11-11 09:56:17,526,088 - NUÑEZ ,Comodoro Martín Rivadavia 1630,-58.46340407324711,-34.54162804074317,671795.0,FIT,MALE,39,11,9,11
2753511,23819388,515,2024-11-11 09:39:51,329,100 - Plaza Gurruchaga,Gurruchaga 1084,-58.43506630059434,-34.59310953590707,2024-11-11 09:48:26,534,081 - PARQUE DE LAS CIENCIAS,Soler 5300 ,-58.42997930000001,-34.5829625,14583.0,FIT,FEMALE,39,11,9,11
2050278,23819389,691,2024-11-11 09:39:53,291,244 - UADE,Lima 750,-58.381627,-34.617247,2024-11-11 09:51:24,32,032 - Catedral,Bartolomé Mitre & San Martín,-58.37365550287733,-34.60674458045258,834467.0,ICONIC,MALE,39,11,9,11
2213007,23819392,551,2024-11-11 09:40:11,383,263 - Plaza Echeverria,Av. Triunvirato 5100 y Nahuel Huapi 5150,-58.48954089999999,-34.5717986,2024-11-11 09:49:22,248,346 - Plaza Zapiola,2001 Donado,-58.474635,-34.573522,998916.0,FIT,MALE,40,11,9,11
2056394,23819394,323,2024-11-11 09:40:23,162,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,2024-11-11 09:45:46,466,333 - PARQUE DE LA ESTACIÓN,Dr. Tomás Manuel de Anchorena 170,-58.41183969999999,-34.608096,1115869.0,ICONIC,FEMALE,40,11,9,11
2164526,23819395,181,2024-11-11 09:40:27,373,265 - Plaza Exodo Jujeño,Liverpool 2812,-58.48108314683206,-34.582336918286785,2024-11-11 09:43:28,512,195 - PARQUE CHAS,Av. De los Incas 4535,-58.47505689999999,-34.5816148,997090.0,FIT,MALE,40,11,9,11
2788560,23819396,555,2024-11-11 09:40:52,528,042 - Skate Park Villa Luro, Av. Rivadavia 9301,-58.49528569999998,-34.6367055,2024-11-11 09:50:07,366,360 - Plaza Ramon Falcon,Cnel. Ramón L. Falcón 3992,-58.48253270000001,-34.6352784,794011.0,FIT,FEMALE,40,11,9,11
2213421,23819397,1368,2024-11-11 09:40:53,291,244 - UADE,Lima 750,-58.381627,-34.617247,2024-11-11 10:03:41,171,171 - Pasteur,519 Pasteur,-58.3997553,-34.6032813,1060684.0,ICONIC,MALE,40,11,9,11
2843872,23819398,718,2024-11-11 09:40:56,461,106 - MOSCONI Y CONSTITUYENTES,CONSTITUYENTES 4710,-58.49363000000001,-34.58088,2024-11-11 09:52:54,257,264 - Plaza Marcos Sastre,Miller & Monroe,-58.48123600000001,-34.570825,193959.0,FIT,OTHER,40,11,9,11
2347194,23819399,354,2024-11-11 09:40:59,519,053 - AV. DEL LIBERTADOR ,Av. Del Libertador 100,-58.375442711639394,-34.59291496187579,2024-11-11 09:46:53,60,060 - 25 De Mayo,527 25 De Mayo,-58.37107900000001,-34.6016509,35208.0,FIT,MALE,40,11,9,11
2767149,23819400,1165,2024-11-11 09:41:11,519,053 - AV. DEL LIBERTADOR ,Av. Del Libertador 100,-58.375442711639394,-34.59291496187579,2024-11-11 10:00:36,26,026 - JUANA MANSO I,"Manso Juana & De La Barra, Emma",-58.3638723,-34.600752,1118220.0,ICONIC,MALE,41,11,9,11
2854189,23819401,1033,2024-11-11 09:41:17,348,231 - Margariños Cervantes,2465 Margariños Cervantes,-58.474369,-34.610482,2024-11-11 09:58:30,61,098 - BENITO JUAREZ, Benito Juarez 2231,-58.50517690000001,-34.6189273,1244432.0,FIT,MALE,41,11,9,11
2210850,23819402,635,2024-11-11 09:41:25,101,101 - Fitz Roy,Fitz Roy  1092 & Loyola,-58.4424397,-34.5891857,2024-11-11 09:52:00,74,074 - INSTITUTO LELOIR,Juana De Ibarbourou & Av Patricias Argentinas,-58.43454,-34.60439,575960.0,FIT,MALE,41,11,9,11
2164312,23819403,1182,2024-11-11 09:41:26,121,121 - YATAY,925 Yatay& Humahuaca,-58.4285093,-34.6011732,2024-11-11 10:01:08,131,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.39901580000001,-34.5984043,917290.0,ICONIC,MALE,41,11,9,11
2050233,23819404,532,2024-11-11 09:41:29,107,107 - HOSPITAL GARRAHAN,Brasil 2290,-58.39584399999999,-34.63037718,2024-11-11 09:50:21,183,183 - VIRREY CEVALLOS,Mexico 1652,-58.3899728,-34.6156994,752936.0,FIT,OTHER,41,11,9,11
2347036,23819405,643,2024-11-11 09:41:30,302,340 - PLAZA NUEVA POMPEYA,3817 Traful,-58.41577099999999,-34.6518464,2024-11-11 09:52:13,21,021 - Parque Patricios,Iguazu & Uspallata,-58.406432,-34.640111,1249236.0,FIT,FEMALE,41,11,9,11
2853529,23819406,740,2024-11-11 09:41:31,4,004 - Plaza Roma,Av. Corrientes 100,-58.36885646243477,-34.6030082348981,2024-11-11 09:53:51,48,034 - Colonia Express,Elvira Rawson de Dellepiane 150,-58.3632448,-34.6236397,103266.0,FIT,FEMALE,41,11,9,11
2791458,23819407,745,2024-11-11 09:41:35,79,079 - AZUCENA VILLAFLOR,"Villaflor, Azucena & Dealessi, Pierina",-58.36393000000001,-34.61189,2024-11-11 09:54:00,519,053 - AV. DEL LIBERTADOR ,Av. Del Libertador 100,-58.375442711639394,-34.59291496187579,719033.0,FIT,OTHER,41,11,9,11
2789096,23819408,485,2024-11-11 09:41:49,257,264 - Plaza Marcos Sastre,Miller & Monroe,-58.48123600000001,-34.570825,2024-11-11 09:49:54,512,195 - PARQUE CHAS,Av. De los Incas 4535,-58.47505689999999,-34.5816148,2206.0,ICONIC,FEMALE,41,11,9,11
2396048,23819409,530,2024-11-11 09:41:50,528,042 - Skate Park Villa Luro, Av. Rivadavia 9301,-58.49528569999998,-34.6367055,2024-11-11 09:50:40,366,360 - Plaza Ramon Falcon,Cnel. Ramón L. Falcón 3992,-58.48253270000001,-34.6352784,791746.0,ICONIC,MALE,41,11,9,11
2211227,23819410,2,2024-11-11 09:42:04,513,308 - SAN MARTIN II,Av. San Martín 5129,-58.490739000000005,-34.5971297,2024-11-11 09:42:06,498,055 - HABANA,Gral. José Gervasio Artigas 4298 (y Habana),-58.49495850000001,-34.5865976,1145895.0,FIT,MALE,42,11,9,11
2210100,23819411,834,2024-11-11 09:42:09,152,152 - JULIETA LANTERI,"Vera Peñaloza, Rosario 599 & Lanteri Julieta",-58.3596311,-34.6181645,2024-11-11 09:56:03,32,032 - Catedral,Bartolomé Mitre & San Martín,-58.37365550287733,-34.60674458045258,1173072.0,ICONIC,FEMALE,42,11,9,11
2213366,23819412,3279,2024-11-11 09:42:11,32,032 - Catedral,Bartolomé Mitre & San Martín,-58.37365550287733,-34.60674458045258,2024-11-11 10:36:50,48,034 - Colonia Express,Elvira Rawson de Dellepiane 150,-58.3632448,-34.6236397,1126649.0,ICONIC,MALE,42,11,9,11
2788265,23819413,663,2024-11-11 09:42:16,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,2024-11-11 09:53:19,261,272 - Plaza Bruno Giordano,Bruno Giordano&Neuquen,-58.440584,-34.616151,633113.0,ICONIC,FEMALE,42,11,9,11
2347037,23819414,3291,2024-11-11 09:42:17,32,032 - Catedral,Bartolomé Mitre & San Martín,-58.37365550287733,-34.60674458045258,2024-11-11 10:37:08,48,034 - Colonia Express,Elvira Rawson de Dellepiane 150,-58.3632448,-34.6236397,1249238.0,FIT,MALE,42,11,9,11
2789094,23819415,449,2024-11-11 09:42:21,117,117 - HUMBERTO 1°,Av. Carlos Calvo 513,-58.37315930476108,-34.61955283137281,2024-11-11 09:49:50,112,112 - 9 de Julio,Bernardo Irigoyen 320,-58.38038400000001,-34.612075,985269.0,ICONIC,MALE,42,11,9,11
2844030,23819417,875,2024-11-11 09:42:24,253,383 - BOEDO Y VENEZUELA,BOEDO 339,-58.4170737,-34.6163544,2024-11-11 09:56:59,96,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,1060551.0,ICONIC,MALE,42,11,9,11
2754257,23819416,701,2024-11-11 09:42:24,271,365 - Venancio Flores,Venancio Flores 3170,-58.473725,-34.629967,2024-11-11 09:54:05,335,206 - Galicia,2502 Galicia,-58.47098,-34.615945,450329.0,ICONIC,MALE,42,11,9,11
2050501,23819418,1852,2024-11-11 09:42:25,277,292 - PLAZA BOLIVIA,Olleros Av. & Del Libertador Av.,-58.436115,-34.563539,2024-11-11 10:13:17,33,033 - Facultad de Medicina,Pres. José Evaristo Uriburu 987,-58.3989807,-34.5970909,209564.0,ICONIC,MALE,42,11,9,11
2056128,23819419,352,2024-11-11 09:42:34,171,171 - Pasteur,519 Pasteur,-58.3997553,-34.6032813,2024-11-11 09:48:26,144,144 - PUEYRREDÓN,684 Boulogne Sur Mer & Tucuman,-58.4060944,-34.6018744,249747.0,FIT,OTHER,42,11,9,11
2346676,23819420,517,2024-11-11 09:42:40,75,075 - Plaza Primero de Mayo,238 Pichincha,-58.3989871,-34.6122976,2024-11-11 09:51:17,131,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.39901580000001,-34.5984043,548267.0,ICONIC,FEMALE,42,11,9,11
2789631,23819421,884,2024-11-11 09:42:41,96,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,2024-11-11 09:57:25,8,008 - Congreso,"Cevallos, Virrey& Yrigoyen, Hipolito Av.",-58.3893364,-34.6094218,998389.0,ICONIC,MALE,42,11,9,11
2056948,23819422,201,2024-11-11 09:42:51,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,2024-11-11 09:46:12,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,715174.0,FIT,FEMALE,42,11,9,11
2754085,23819423,1875,2024-11-11 09:42:58,215,113 - Guatemala,Guatemala 4773,-58.42499599999999,-34.585878,2024-11-11 10:14:13,245,248 - Husares,Husares 2201,-58.4429397,-34.552594,1156472.0,FIT,MALE,42,11,9,11
2396507,23819424,460,2024-11-11 09:43:17,4,004 - Plaza Roma,Av. Corrientes 100,-58.36885646243477,-34.6030082348981,2024-11-11 09:50:57,79,079 - AZUCENA VILLAFLOR,"Villaflor, Azucena & Dealessi, Pierina",-58.36393000000001,-34.61189,885620.0,ICONIC,MALE,43,11,9,11
2395421,23819425,408,2024-11-11 09:43:18,24,024 - ALSINA,Adolfo Alsina& Bernardo De Irigoyen,-58.38089430000001,-34.610583,2024-11-11 09:50:06,444,061 - Ministerio de Economia,"Balcarce e Yrigoyen, Hipolito Av.",-58.37071600000001,-34.608936,945123.0,FIT,FEMALE,43,11,9,11
2753726,23819426,576,2024-11-11 09:43:19,70,070 - ARAOZ,1413 Araoz & Gorriti CABA,-58.4260597,-34.5926862,2024-11-11 09:52:55,181,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.412007200000005,-34.5926649,602429.0,FIT,MALE,43,11,9,11
2791683,23819427,486,2024-11-11 09:43:23,549,095 - EMILIO CASTRO,Av. Emilio Castro 6301,-58.51078,-34.649701,2024-11-11 09:51:29,429,201 - PLAZA EJERCITO DE LOS ANDES,Av. Rivadavia y Albariño,-58.51010241799405,-34.63897407331851,1224632.0,FIT,MALE,43,11,9,11
2767121,23819428,944,2024-11-11 09:43:24,177,177 -PLANETARIO,Av Casares y Av Belisario Roldan,-58.412121,-34.568165,2024-11-11 09:59:08,364,381 - Matienzo Y Arce,Teniente Benjamín Matienzo 1998,-58.43558,-34.570161,135399.0,ICONIC,MALE,43,11,9,11
2380286,23819429,699,2024-11-11 09:43:29,69,069 - Ecuador,"1226 Ecuador & Mansilla, Lucio Norberto, General",-58.4046092,-34.5961006,2024-11-11 09:55:08,27,027 - Montevideo,Cordoba Av. & Montevideo,-58.3900887,-34.599068,1194713.0,FIT,FEMALE,43,11,9,11
2395442,23819430,275,2024-11-11 09:43:37,444,061 - Ministerio de Economia,"Balcarce e Yrigoyen, Hipolito Av.",-58.37071600000001,-34.608936,2024-11-11 09:48:12,137,137 - AZOPARDO Y CHILE,AZOPARDO 700,-58.3674923,-34.6155977,797456.0,ICONIC,MALE,43,11,9,11
2210586,23819431,550,2024-11-11 09:43:40,162,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,2024-11-11 09:52:50,33,033 - Facultad de Medicina,Pres. José Evaristo Uriburu 987,-58.3989807,-34.5970909,1168219.0,FIT,FEMALE,43,11,9,11
2753855,23819432,1292,2024-11-11 09:43:57,74,074 - INSTITUTO LELOIR,Juana De Ibarbourou & Av Patricias Argentinas,-58.43454,-34.60439,2024-11-11 10:05:29,200,200 - AUSTRIA Y FRENCH,Austria 2075,-58.40426080000001,-34.5882997,1158449.0,ICONIC,MALE,43,11,9,11
2346873,23819433,734,2024-11-11 09:43:59,548,051 - PLAZA SUDAMERICA,Av. Piedrabuena 4901,-58.475178,-34.687767,2024-11-11 09:56:13,327,366 - VILLA OLÍMPICA,Escalada 4347,-58.454286054001386,-34.677130515662185,1201350.0,FIT,MALE,43,11,9,11
2164272,23819434,770,2024-11-11 09:44:10,69,069 - Ecuador,"1226 Ecuador & Mansilla, Lucio Norberto, General",-58.4046092,-34.5961006,2024-11-11 09:57:00,83,083 - Paraná,1590 Lavalle,-58.3893728,-34.603269,855353.0,FIT,MALE,44,11,9,11
2396318,23819435,415,2024-11-11 09:44:21,83,083 - Paraná,1590 Lavalle,-58.3893728,-34.603269,2024-11-11 09:51:16,131,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.39901580000001,-34.5984043,2815.0,FIT,MALE,44,11,9,11
2395198,23819436,507,2024-11-11 09:44:43,263,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,2024-11-11 09:53:10,262,349 - Plaza Saenz Peña,Andrés Lamas 1699,-58.46729693359809,-34.6097088334705,374080.0,ICONIC,FEMALE,44,11,9,11
2395412,23819437,1196,2024-11-11 09:44:49,503,212 - TRES ARROYOS,Paysandú 1491,-58.45640650000001,-34.6072013,2024-11-11 10:04:45,124,124 - UGARTECHE, Juan María Gutiérrez 2069,-58.41262482341766,-34.58111437500588,683072.0,FIT,FEMALE,44,11,9,11
2767536,23819438,171,2024-11-11 09:44:49,422,379 - PARQUE SARMIENTO II,Alfonsina Storni 3771,-58.50289,-34.56454,2024-11-11 09:47:40,563,312 - PARQUE GENERAL PAZ,Crisólogo Larralde 6100,-58.505283495700816,-34.5677377879199,803139.0,FIT,MALE,44,11,9,11
2853536,23819439,1210,2024-11-11 09:44:58,122,122 - COSTA RICA,COSTA RICA 4060,-58.41981629999999,-34.5915614,2024-11-11 10:05:08,384,267 - Plaza 25 De Agosto,14 de julio de 1194,-58.46183473148808,-34.57951881156862,660267.0,FIT,MALE,44,11,9,11
2056053,23819440,860,2024-11-11 09:45:01,304,395 - Agronomia II,Av. Francisco Beiró 2120,-58.48480000000001,-34.5893,2024-11-11 09:59:21,324,280 - JURAMENTO,5209 Juramento,-58.4840556,-34.578933,1200456.0,FIT,MALE,45,11,9,11
2213281,23819442,780,2024-11-11 09:45:05,9,009 - Parque Las Heras,"2300 Diaz, Cnel. Av. & French",-58.407741,-34.585443,2024-11-11 09:58:05,131,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.39901580000001,-34.5984043,963622.0,FIT,MALE,45,11,9,11
2767170,23819441,430,2024-11-11 09:45:05,202,001 - FACULTAD DE DERECHO,Av. Pres. Figueroa Alcorta 2120,-58.390602,-34.583749,2024-11-11 09:52:15,202,001 - FACULTAD DE DERECHO,Av. Pres. Figueroa Alcorta 2120,-58.390602,-34.583749,1249206.0,FIT,FEMALE,45,11,9,11
2211216,23819443,2,2024-11-11 09:45:06,318,285 - ESPINOSA,1785 Espinosa,-58.457317,-34.603936,2024-11-11 09:45:08,212,129 - Velasco,J.Ramirez de Velasco 285,-58.434875,-34.600275,206563.0,ICONIC,MALE,45,11,9,11
2395493,23819445,348,2024-11-11 09:45:08,202,001 - FACULTAD DE DERECHO,Av. Pres. Figueroa Alcorta 2120,-58.390602,-34.583749,2024-11-11 09:50:56,202,001 - FACULTAD DE DERECHO,Av. Pres. Figueroa Alcorta 2120,-58.390602,-34.583749,977295.0,FIT,FEMALE,45,11,9,11
2347573,23819446,1515,2024-11-11 09:45:20,368,378 - AGRONOMIA,4351 San Martin,-58.482079,-34.59807,2024-11-11 10:10:35,372,322 - MARTÍ Y DIRECTORIO,"404 Marti, Jose",-58.470136,-34.636406,1085021.0,FIT,MALE,45,11,9,11
2791280,23819447,766,2024-11-11 09:45:22,534,081 - PARQUE DE LAS CIENCIAS,Soler 5300 ,-58.42997930000001,-34.5829625,2024-11-11 09:58:08,65,065 - Julián Álvarez,3822 Guemes,-58.4157873,-34.5873124,1212065.0,FIT,FEMALE,45,11,9,11
2213036,23819448,406,2024-11-11 09:45:29,204,167 - Hipólito Yrigoyen,"4300 Yrigoyen, Hipolito Av.",-58.42781800000001,-34.614948,2024-11-11 09:52:15,432,187 - Jose Maria Moreno,141 Jose Maria Moreno,-58.435801,-34.619879,64782.0,FIT,MALE,45,11,9,11
2767310,23819449,264,2024-11-11 09:45:33,392,297 - TRONADOR Y GARCÍA DEL RÍO,Tronador y Garcia del Rio,-58.485381,-34.554581,2024-11-11 09:49:57,268,399 - GARCIA DEL RIO,Av. García del Río 3182,-58.477,-34.5503,68098.0,FIT,FEMALE,45,11,9,11
2210241,23819450,536,2024-11-11 09:45:47,22,022 - Arenales,Cerrito & Arenales,-58.3825498,-34.5938629,2024-11-11 09:54:43,27,027 - Montevideo,Cordoba Av. & Montevideo,-58.3900887,-34.599068,860296.0,FIT,MALE,45,11,9,11
2789423,23819451,0,2024-11-11 09:45:58,41,041 - PARQUE PATRICIOS II,Av Caseros 3015,-58.40588830000001,-34.6371232,2024-11-11 09:45:58,92,092 - Salcedo,2908 Salcedo & Dean Funes,-58.4053386,-34.6316444,279685.0,FIT,FEMALE,45,11,9,11
2056153,23819452,644,2024-11-11 09:46:01,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,2024-11-11 09:56:45,466,333 - PARQUE DE LA ESTACIÓN,Dr. Tomás Manuel de Anchorena 170,-58.41183969999999,-34.608096,1232600.0,ICONIC,MALE,46,11,9,11
2213093,23819453,243,2024-11-11 09:46:04,245,248 - Husares,Husares 2201,-58.4429397,-34.552594,2024-11-11 09:50:07,234,344 - UNIVERSIDAD DI TELLA,Figueroa Alcorta 7285,-58.4468016411338,-34.54723249654352,1162032.0,ICONIC,MALE,46,11,9,11
2753783,23819454,839,2024-11-11 09:46:10,359,250 - Fleni,2292 Montañeses,-58.45047900000001,-34.555602,2024-11-11 10:00:09,464,377 - CIUDAD UNIVERSITARIA III,Intendente Guiraldes 2160 - Pabellón III,-58.4441,-34.541,1142714.0,FIT,MALE,46,11,9,11
2211389,23819455,45,2024-11-11 09:46:12,150,150 - RODRIGO BUENO,Av. España 2200,-58.3554654,-34.6187547,2024-11-11 09:46:57,150,150 - RODRIGO BUENO,Av. España 2200,-58.3554654,-34.6187547,1169029.0,ICONIC,FEMALE,46,11,9,11
2210175,23819456,492,2024-11-11 09:46:16,29,029 - Parque Centenario,Av. Patricias Argentinas & Estivao,-58.4335573,-34.6079414,2024-11-11 09:54:28,273,223 - GAINZA,"494 Gainza, Martin De, Gral.",-58.446751,-34.616758,74468.0,FIT,MALE,46,11,9,11
2843621,23819457,392,2024-11-11 09:46:24,22,022 - Arenales,Cerrito & Arenales,-58.3825498,-34.5938629,2024-11-11 09:52:56,36,036 - MAIPÚ,Tucumán 536,-58.3745346,-34.6010599,1146438.0,ICONIC,MALE,46,11,9,11
2050757,23819458,1066,2024-11-11 09:46:39,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,2024-11-11 10:04:25,96,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,715174.0,FIT,FEMALE,46,11,9,11
2050832,23819460,233,2024-11-11 09:46:46,8,008 - Congreso,"Cevallos, Virrey& Yrigoyen, Hipolito Av.",-58.3893364,-34.6094218,2024-11-11 09:50:39,83,083 - Paraná,1590 Lavalle,-58.3893728,-34.603269,779849.0,ICONIC,OTHER,46,11,9,11
2210760,23819461,603,2024-11-11 09:46:47,6,006 - Parque Lezama,"Avenida Martin Garcia, 295",-58.369758,-34.628526,2024-11-11 09:56:50,6,006 - Parque Lezama,"Avenida Martin Garcia, 295",-58.369758,-34.628526,1101023.0,ICONIC,MALE,46,11,9,11
2767678,23819463,1500,2024-11-11 09:46:54,167,275 - PLAZA 24 DE SEPTIEMBRE,1355 San Martin Av.,-58.44854,-34.606984,2024-11-11 10:11:54,182,182 - RAVIGNANI Y GUATEMALA,"2185 Ravignani, Emilio, Dr. & Guatemala",-58.435246600000006,-34.5780479,1244288.0,FIT,MALE,46,11,9,11
2380345,23819464,338,2024-11-11 09:46:58,208,145 - RAVIGNANI,EMILIO RAVIGNANI 1802,-58.43840400000001,-34.5807161,2024-11-11 09:52:36,534,081 - PARQUE DE LAS CIENCIAS,Soler 5300 ,-58.42997930000001,-34.5829625,1194253.0,ICONIC,MALE,46,11,9,11
2854151,23819465,456,2024-11-11 09:47:04,329,100 - Plaza Gurruchaga,Gurruchaga 1084,-58.43506630059434,-34.59310953590707,2024-11-11 09:54:40,158,158 - VILLARROEL,1321 Villarroel & Humboldt CABA,-58.4450697,-34.592735,693337.0,FIT,FEMALE,47,11,9,11
2789638,23819466,42,2024-11-11 09:47:05,150,150 - RODRIGO BUENO,Av. España 2200,-58.3554654,-34.6187547,2024-11-11 09:47:47,150,150 - RODRIGO BUENO,Av. España 2200,-58.3554654,-34.6187547,1235205.0,FIT,FEMALE,47,11,9,11
2853885,23819468,693,2024-11-11 09:47:10,131,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.39901580000001,-34.5984043,2024-11-11 09:58:43,96,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,1132606.0,ICONIC,MALE,47,11,9,11
2210546,23819469,481,2024-11-11 09:47:16,200,200 - AUSTRIA Y FRENCH,Austria 2075,-58.40426080000001,-34.5882997,2024-11-11 09:55:17,96,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,890068.0,FIT,MALE,47,11,9,11
2767889,23819470,42,2024-11-11 09:47:18,460,133 - BEIRO Y SEGUROLA,Segurola 3194,-58.51193000000001,-34.6075,2024-11-11 09:48:00,460,133 - BEIRO Y SEGUROLA,Segurola 3194,-58.51193000000001,-34.6075,1124252.0,FIT,FEMALE,47,11,9,11
2767759,23819471,2,2024-11-11 09:47:21,184,184 - Pedro Echague,Pedro Echague 1878 & Combate De Los Pozos,-58.3913419,-34.6306129,2024-11-11 09:47:23,196,196 - HOSPITAL ARGERICH,750 Pi y Margall,-58.36602490000001,-34.6277671,53145.0,FIT,MALE,47,11,9,11
2056362,23819472,376,2024-11-11 09:47:29,263,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,2024-11-11 09:53:45,280,222 - SIMON BOLIVAR,"1701 Fernandez Moreno, Baldomero",-58.44937899999999,-34.633528,198579.0,FIT,MALE,47,11,9,11
2056017,23819474,959,2024-11-11 09:48:07,182,182 - RAVIGNANI Y GUATEMALA,"2185 Ravignani, Emilio, Dr. & Guatemala",-58.435246600000006,-34.5780479,2024-11-11 10:04:06,54,054 - Acuña de Figueroa,Lavalle 4015,-58.422069400000005,-34.5982097,971298.0,FIT,MALE,48,11,9,11
2210506,23819475,1245,2024-11-11 09:48:10,150,150 - RODRIGO BUENO,Av. España 2200,-58.3554654,-34.6187547,2024-11-11 10:08:55,179,179 - CASA SAN,Olavarría 811,-58.3642885,-34.6384786,1169029.0,FIT,FEMALE,48,11,9,11
2051000,23819477,517,2024-11-11 09:48:24,6,006 - Parque Lezama,"Avenida Martin Garcia, 295",-58.369758,-34.628526,2024-11-11 09:57:01,6,006 - Parque Lezama,"Avenida Martin Garcia, 295",-58.369758,-34.628526,1105829.0,FIT,MALE,48,11,9,11
2396535,23819478,884,2024-11-11 09:48:39,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,2024-11-11 10:03:23,190,190 - JUNCAL,"Juncal & Salguero, Jeronimo",-58.4111136,-34.5850763,885387.0,FIT,MALE,48,11,9,11
2211390,23819479,21,2024-11-11 09:48:39,156,156 - Plaza Alemania,2939 Cavia,-58.407469600000006,-34.5775895,2024-11-11 09:49:00,156,156 - Plaza Alemania,2939 Cavia,-58.407469600000006,-34.5775895,808508.0,FIT,MALE,48,11,9,11
2854490,23819482,21,2024-11-11 09:48:57,263,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,2024-11-11 09:49:18,263,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,532102.0,FIT,MALE,48,11,9,11
