,id_recorrido,duracion_recorrido,fecha_origen_recorrido,id_estacion_origen,nombre_estacion_origen,direccion_estacion_origen,long_estacion_origen,lat_estacion_origen,fecha_destino_recorrido,id_estacion_destino,nombre_estacion_destino,direccion_estacion_destino,long_estacion_destino,lat_estacion_destino,id_usuario,modelo_bicicleta,genero,minutos,horas,dia,mes
2056556,23822773,3185,2024-11-11 14:08:56,229,243 - PLAZOLETA CELEDONIO FLORES,Cordoba 6599,-58.451530000000005,-34.581576,2024-11-11 15:02:01,269,260 - SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",-58.45779900000001,-34.577329,1016292.0,FIT,MALE,8,11,14,11
2395784,23822774,1484,2024-11-11 14:08:57,468,084 - TEATRO PICADERO,Riobamba 403,-58.39373749999999,-34.6042288,2024-11-11 14:33:41,99,099 - Malabia,780 Malabia & Loyola,-58.43540800000001,-34.5960961,482937.0,ICONIC,MALE,8,11,14,11
2050658,23822775,3055,2024-11-11 14:08:58,164,164 - FACULTAD DE INGENIERIA,AV. PASEO COLÓN 811,-58.3698984,-34.617301,2024-11-11 14:59:53,491,266 - PLAZA SABATTINI,Honorio Pueyrredón 695 ,-58.44215423439331,-34.61200399005994,830853.0,FIT,MALE,8,11,14,11
2056250,23822777,528,2024-11-11 14:09:11,261,272 - Plaza Bruno Giordano,Bruno Giordano&Neuquen,-58.440584,-34.616151,2024-11-11 14:17:59,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,641896.0,FIT,MALE,9,11,14,11
2843844,23822778,329,2024-11-11 14:09:30,477,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,Av. Caseros 2309,-58.395053900000015,-34.6350046,2024-11-11 14:14:59,403,316 - Buenos Aires,Suarez 3150,-58.39387590287583,-34.6446835804428,784070.0,FIT,MALE,9,11,14,11
2396506,23822779,561,2024-11-11 14:09:42,79,079 - AZUCENA VILLAFLOR,"Villaflor, Azucena & Dealessi, Pierina",-58.36393000000001,-34.61189,2024-11-11 14:19:03,132,132 - CORRIENTES,Reconquista & Corrientes Av.,-58.372763,-34.6033685,885620.0,ICONIC,MALE,9,11,14,11
2788427,23822780,502,2024-11-11 14:09:45,32,032 - Catedral,Bartolomé Mitre & San Martín,-58.37365550287733,-34.60674458045258,2024-11-11 14:18:07,111,111 - MACACHA GUEMES,Macacha Guemes 350,-58.3646858,-34.6054877,123696.0,ICONIC,MALE,9,11,14,11
2843960,23822781,2174,2024-11-11 14:09:54,38,038 - Plaza Libertad,Cerrito 990 y Av. Marcelo T. De Alvear,-58.382840300000005,-34.5970497,2024-11-11 14:46:08,35,035 - INGENIERO BUTTY,Ing. E. Butty 291,-58.371847,-34.5964246,274902.0,ICONIC,FEMALE,9,11,14,11
2346416,23822782,1470,2024-11-11 14:09:56,261,272 - Plaza Bruno Giordano,Bruno Giordano&Neuquen,-58.440584,-34.616151,2024-11-11 14:34:26,41,041 - PARQUE PATRICIOS II,Av Caseros 3015,-58.40588830000001,-34.6371232,698714.0,FIT,MALE,9,11,14,11
2396253,23822784,168,2024-11-11 14:10:03,164,164 - FACULTAD DE INGENIERIA,AV. PASEO COLÓN 811,-58.3698984,-34.617301,2024-11-11 14:12:51,228,010 - Madero UCA,"1600 Moreau De Justo, Alicia Av.",-58.3656683,-34.6164879,921052.0,FIT,MALE,10,11,14,11
2753418,23822785,361,2024-11-11 14:10:04,14,014 - Pacifico,"Santa Fe Av. & Bullrich, Int. Av.",-58.426387,-34.577424,2024-11-11 14:16:05,364,381 - Matienzo Y Arce,Teniente Benjamín Matienzo 1998,-58.43558,-34.570161,80905.0,ICONIC,MALE,10,11,14,11
2753626,23822786,7223,2024-11-11 14:10:04,228,010 - Madero UCA,"1600 Moreau De Justo, Alicia Av.",-58.3656683,-34.6164879,2024-11-11 16:10:27,4,004 - Plaza Roma,Av. Corrientes 100,-58.36885646243477,-34.6030082348981,1192959.0,FIT,MALE,10,11,14,11
2853391,23822787,697,2024-11-11 14:10:05,71,071 - CERRITO,Libertad & lavalle,-58.383355900000005,-34.6026673,2024-11-11 14:21:42,2,002 - Retiro I,AV. Dr. José María Ramos Mejía 1300,-58.37470988999999,-34.59242413,1235191.0,FIT,MALE,10,11,14,11
2212988,23822788,920,2024-11-11 14:10:06,212,129 - Velasco,J.Ramirez de Velasco 285,-58.434875,-34.600275,2024-11-11 14:25:26,492,325 - MEDRANO,3905 Bartolomé Mitre,-58.4215633,-34.6097105,917179.0,FIT,OTHER,10,11,14,11
2754243,23822789,1566,2024-11-11 14:10:08,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,2024-11-11 14:36:14,184,184 - Pedro Echague,Pedro Echague 1878 & Combate De Los Pozos,-58.3913419,-34.6306129,139168.0,FIT,FEMALE,10,11,14,11
2050445,23822790,1964,2024-11-11 14:10:11,228,010 - Madero UCA,"1600 Moreau De Justo, Alicia Av.",-58.3656683,-34.6164879,2024-11-11 14:42:55,111,111 - MACACHA GUEMES,Macacha Guemes 350,-58.3646858,-34.6054877,1160592.0,FIT,MALE,10,11,14,11
2346356,23822791,1265,2024-11-11 14:10:13,255,374 - Puan,Yerbal 1290,-58.448547000000005,-34.622092,2024-11-11 14:31:18,493,208 - NICASIO OROÑO,Nicasio Oroño 2598,-58.4594031,-34.5967435,387912.0,FIT,FEMALE,10,11,14,11
2754181,23822793,782,2024-11-11 14:10:14,449,352 - San Jose de Flores,Av. Rivadavia 6955,-58.463297377,-34.62883578,2024-11-11 14:23:16,80,080 - VALLE,Valle 486,-58.43412319999999,-34.6245807,319969.0,FIT,MALE,10,11,14,11
2164375,23822792,7782,2024-11-11 14:10:14,181,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.412007200000005,-34.5926649,2024-11-11 16:19:56,289,255 - BARRANCAS DE BELGRANO,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",-58.44831400000001,-34.559801,212233.0,FIT,MALE,10,11,14,11
2211135,23822794,5845,2024-11-11 14:10:14,253,383 - BOEDO Y VENEZUELA,BOEDO 339,-58.4170737,-34.6163544,2024-11-11 15:47:39,165,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,836601.0,ICONIC,MALE,10,11,14,11
2050506,23822795,686,2024-11-11 14:10:15,235,281 - Villa Urquiza,Av. Triunvirato 4800,-58.48692409,-34.573734,2024-11-11 14:21:41,408,364 - CERRETTI Y MANUELA PEDRAZA,Ceretti 3407,-58.50025,-34.56912,553567.0,FIT,MALE,10,11,14,11
2380221,23822796,444,2024-11-11 14:10:16,54,054 - Acuña de Figueroa,Lavalle 4015,-58.422069400000005,-34.5982097,2024-11-11 14:17:40,96,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,605529.0,FIT,OTHER,10,11,14,11
2766801,23822797,194,2024-11-11 14:10:16,427,397 - PARQUE SANTOJANNI,ACASSUSO 6373,-58.51364480000001,-34.648402,2024-11-11 14:13:30,551,157 - LEGUIZAMON,Martiniano Leguizamón 599,-58.518867,-34.644804,957568.0,ICONIC,MALE,10,11,14,11
2396188,23822798,1297,2024-11-11 14:10:18,564,318 - QUESADA,Quesada y Pacheco.,-58.48876191163941,-34.567603678163906,2024-11-11 14:31:55,496,052 - CAMPANA II,Cochrane 3298 (y Campana),-58.51316640000001,-34.5831596,823568.0,ICONIC,MALE,10,11,14,11
2753618,23822799,367,2024-11-11 14:10:19,79,079 - AZUCENA VILLAFLOR,"Villaflor, Azucena & Dealessi, Pierina",-58.36393000000001,-34.61189,2024-11-11 14:16:26,128,128 - PARQUE DEL BAJO,Tte. Gral. Juan Domingo Perón 133,-58.36882117,-34.60515159,1209355.0,FIT,MALE,10,11,14,11
2843839,23822800,992,2024-11-11 14:10:21,182,182 - RAVIGNANI Y GUATEMALA,"2185 Ravignani, Emilio, Dr. & Guatemala",-58.435246600000006,-34.5780479,2024-11-11 14:26:53,478,015 - AMENABAR,Teodoro García 2613,-58.44752359999998,-34.572056,276222.0,FIT,FEMALE,10,11,14,11
2853967,23822801,540,2024-11-11 14:10:26,353,237 - Madero Office,"367 Sanchez De Thompson, Mariquita",-58.36469499999999,-34.599036,2024-11-11 14:19:26,130,130 - RETIRO II,Av. Dr. José María Ramos Mejía 1350,-58.37436403,-34.5917376,378280.0,ICONIC,FEMALE,10,11,14,11
2055804,23822802,854,2024-11-11 14:10:30,71,071 - CERRITO,Libertad & lavalle,-58.383355900000005,-34.6026673,2024-11-11 14:24:44,539,115 - JUAN DE GARAY,Av. Juan de Garay 1135,-58.38060147088622,-34.626972970573625,7081.0,ICONIC,FEMALE,10,11,14,11
2853363,23822803,436,2024-11-11 14:10:36,372,322 - MARTÍ Y DIRECTORIO,"404 Marti, Jose",-58.470136,-34.636406,2024-11-11 14:17:52,371,269 - Plaza De La Misericordia,LAUTARO 400,-58.45534000000001,-34.6317,449083.0,FIT,MALE,10,11,14,11
2210579,23822804,329,2024-11-11 14:10:46,121,121 - YATAY,925 Yatay& Humahuaca,-58.4285093,-34.6011732,2024-11-11 14:16:15,161,161 - Humahuaca,3912 Humahuaca,-58.4196761,-34.6020779,1201116.0,FIT,MALE,10,11,14,11
2767274,23822805,875,2024-11-11 14:10:50,318,285 - ESPINOSA,1785 Espinosa,-58.457317,-34.603936,2024-11-11 14:25:25,330,148 -La Paternal,PUNTA  ARENAS  1798,-58.47212710000001,-34.6008306,1215442.0,FIT,FEMALE,10,11,14,11
2844212,23822806,1039,2024-11-11 14:10:51,36,036 - MAIPÚ,Tucumán 536,-58.3745346,-34.6010599,2024-11-11 14:28:10,96,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,157603.0,FIT,MALE,10,11,14,11
2050836,23822807,973,2024-11-11 14:10:56,548,051 - PLAZA SUDAMERICA,Av. Piedrabuena 4901,-58.475178,-34.687767,2024-11-11 14:27:09,520,180 - PARQUE OLIMPICO,Av. Coronel Roca 5252 (dentro del Parque Olímpico). ,-58.445517873322615,-34.67263155698435,1205809.0,FIT,MALE,10,11,14,11
2056180,23822808,1645,2024-11-11 14:10:59,116,116 - HOSPITAL ALEMÁN, Juncal 2407,-58.40128182310524,-34.59147195496799,2024-11-11 14:38:24,172,172 - BRASIL,BRASIL&DEFENSA,-58.371082,-34.625426,740895.0,FIT,MALE,10,11,14,11
2210561,23822810,1102,2024-11-11 14:11:05,519,053 - AV. DEL LIBERTADOR ,Av. Del Libertador 100,-58.375442711639394,-34.59291496187579,2024-11-11 14:29:27,33,033 - Facultad de Medicina,Pres. José Evaristo Uriburu 987,-58.3989807,-34.5970909,840788.0,FIT,MALE,11,11,14,11
2853647,23822809,1123,2024-11-11 14:11:05,64,064 - RIOBAMBA,Riobamba 1264 & Juncal,-58.3941087,-34.5936508,2024-11-11 14:29:48,166,166 - Cementerio de Recoleta,Vicente López 2100,-58.39414794286564,-34.588346663239754,1118188.0,ICONIC,MALE,11,11,14,11
2347142,23822811,920,2024-11-11 14:11:07,3,003 - ADUANA,Av. Paseo Colón 380,-58.369129063789,-34.61220714255728,2024-11-11 14:26:27,539,115 - JUAN DE GARAY,Av. Juan de Garay 1135,-58.38060147088622,-34.626972970573625,887709.0,ICONIC,FEMALE,11,11,14,11
2854136,23822812,888,2024-11-11 14:11:11,152,152 - JULIETA LANTERI,"Vera Peñaloza, Rosario 599 & Lanteri Julieta",-58.3596311,-34.6181645,2024-11-11 14:25:59,353,237 - Madero Office,"367 Sanchez De Thompson, Mariquita",-58.36469499999999,-34.599036,1245218.0,FIT,FEMALE,11,11,14,11
2347460,23822814,464,2024-11-11 14:11:12,165,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,2024-11-11 14:18:56,466,333 - PARQUE DE LA ESTACIÓN,Dr. Tomás Manuel de Anchorena 170,-58.41183969999999,-34.608096,753791.0,FIT,FEMALE,11,11,14,11
2767734,23822813,2,2024-11-11 14:11:13,14,014 - Pacifico,"Santa Fe Av. & Bullrich, Int. Av.",-58.426387,-34.577424,2024-11-11 14:11:15,522,119 - PLAZOLETA BENEDIT,Av. Warnes y Av. R. Scalabrini Ortiz,-58.44254819999999,-34.6022435,850231.0,FIT,FEMALE,11,11,14,11
2753838,23822815,932,2024-11-11 14:11:19,194,194 - PERÓN Y ACUÑA DE FIGUEROA,3997 TTE. GENERAL JUAN DOMINGO PERON,-58.42246349999999,-34.6060758,2024-11-11 14:26:51,74,074 - INSTITUTO LELOIR,Juana De Ibarbourou & Av Patricias Argentinas,-58.43454,-34.60439,175561.0,FIT,OTHER,11,11,14,11
2753565,23822816,279,2024-11-11 14:11:20,215,113 - Guatemala,Guatemala 4773,-58.42499599999999,-34.585878,2024-11-11 14:15:59,517,332 - PACÍFICO II,Av. Int. Bullrich 300,-58.42481399999999,-34.5745008,669340.0,ICONIC,MALE,11,11,14,11
2210761,23822817,687,2024-11-11 14:11:22,161,161 - Humahuaca,3912 Humahuaca,-58.4196761,-34.6020779,2024-11-11 14:22:49,204,167 - Hipólito Yrigoyen,"4300 Yrigoyen, Hipolito Av.",-58.42781800000001,-34.614948,1215707.0,FIT,MALE,11,11,14,11
2210613,23822818,1799,2024-11-11 14:11:23,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,2024-11-11 14:41:22,175,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,496097.0,ICONIC,MALE,11,11,14,11
2854080,23822819,1544,2024-11-11 14:11:25,525,317 - ESCUELA RAGGIO,Av. Libertador 8620 (y Pico),-58.4668133,-34.536691,2024-11-11 14:37:09,5,005 - Plaza Italia,Av. Sarmiento 2601,-58.4209542,-34.5805497,1098233.0,FIT,MALE,11,11,14,11
2380373,23822824,887,2024-11-11 14:11:42,197,197 - PLAZA CIUDAD DE UDINE,Mercedes 1480,-58.493044,-34.620998,2024-11-11 14:26:29,385,268 - Plaza Aristóbulo Del Valle,Campana & Marcos Sastre  ,-58.49314134520765,-34.606159914753725,1210263.0,FIT,FEMALE,11,11,14,11
2789160,23822828,926,2024-11-11 14:11:59,376,324 - Las Victorias,Av. Gaona 4660,-58.48811179999999,-34.6274033,2024-11-11 14:27:25,474,224 - BAIGORRIA,Baigorria 4101,-58.50301999999999,-34.6108915,329232.0,ICONIC,FEMALE,11,11,14,11
2789037,23822829,696,2024-11-11 14:12:03,395,303 - Huaura,Huaura 1405 y Fitz Roy,-58.45327985794868,-34.596849288941584,2024-11-11 14:23:39,387,278 - Donato Alvarez,"1540 Garcia, Juan Agustin",-58.465568000000005,-34.602028,1231555.0,FIT,MALE,12,11,14,11
2396878,23822830,41,2024-11-11 14:12:12,269,260 - SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",-58.45779900000001,-34.577329,2024-11-11 14:12:53,269,260 - SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",-58.45779900000001,-34.577329,1244871.0,ICONIC,FEMALE,12,11,14,11
2754273,23822831,369,2024-11-11 14:12:19,186,186 - MANZANA 66,2875 Moreno,-58.4064415,-34.6136356,2024-11-11 14:18:28,169,169 - FACULTAD DE PSICOLOGIA,Av. Hipólito Yrigoyen 3417,-58.41497103862304,-34.613071183327094,728741.0,FIT,MALE,12,11,14,11
2788796,23822832,319,2024-11-11 14:12:21,268,399 - GARCIA DEL RIO,Av. García del Río 3182,-58.477,-34.5503,2024-11-11 14:17:40,555,217 - RUIZ HUIDOBRO,Av Huidobro 3700,-58.48506483743439,-34.5500877791735,889703.0,FIT,MALE,12,11,14,11
2767320,23822833,807,2024-11-11 14:12:25,29,029 - Parque Centenario,Av. Patricias Argentinas & Estivao,-58.4335573,-34.6079414,2024-11-11 14:25:52,169,169 - FACULTAD DE PSICOLOGIA,Av. Hipólito Yrigoyen 3417,-58.41497103862304,-34.613071183327094,1067409.0,FIT,FEMALE,12,11,14,11
2767675,23822834,589,2024-11-11 14:12:27,76,076 - Ayacucho,"Ayacucho &Peron, Juan Domingo, Tte. General",-58.39505479999999,-34.6074084,2024-11-11 14:22:16,165,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,259751.0,FIT,MALE,12,11,14,11
2754265,23822835,783,2024-11-11 14:12:28,355,242 - Plazoleta Rafael del Riego,o´higins 1327,-58.446381,-34.567483,2024-11-11 14:25:31,187,261 - QUINTEROS LIDORO,"1483 Quinteros, Lidoro J. Av.",-58.45089699999999,-34.552571,728827.0,ICONIC,OTHER,12,11,14,11
2844225,23822836,1806,2024-11-11 14:12:40,29,029 - Parque Centenario,Av. Patricias Argentinas & Estivao,-58.4335573,-34.6079414,2024-11-11 14:42:46,302,340 - PLAZA NUEVA POMPEYA,3817 Traful,-58.41577099999999,-34.6518464,1206021.0,FIT,MALE,12,11,14,11
2210908,23822837,963,2024-11-11 14:12:40,75,075 - Plaza Primero de Mayo,238 Pichincha,-58.3989871,-34.6122976,2024-11-11 14:28:43,75,075 - Plaza Primero de Mayo,238 Pichincha,-58.3989871,-34.6122976,132787.0,FIT,FEMALE,12,11,14,11
2789164,23822838,1512,2024-11-11 14:12:49,557,241 - BIBLIOTECA NACIONAL,Austria 2690,-58.397735,-34.583409,2024-11-11 14:38:01,194,194 - PERÓN Y ACUÑA DE FIGUEROA,3997 TTE. GENERAL JUAN DOMINGO PERON,-58.42246349999999,-34.6060758,34232.0,FIT,OTHER,12,11,14,11
2395912,23822839,615,2024-11-11 14:12:50,181,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.412007200000005,-34.5926649,2024-11-11 14:23:05,215,113 - Guatemala,Guatemala 4773,-58.42499599999999,-34.585878,924009.0,FIT,MALE,12,11,14,11
2396653,23822840,3135,2024-11-11 14:12:59,242,103 - MALBA,Av. Pres. Figueroa Alcorta 3451,-58.40398420287857,-34.57694914795284,2024-11-11 15:05:14,56,056 - Plaza Palermo Viejo,Costa Rica & Armenia,-58.42599899999999,-34.588567,1247938.0,FIT,MALE,12,11,14,11
2853307,23822841,1939,2024-11-11 14:13:01,444,061 - Ministerio de Economia,"Balcarce e Yrigoyen, Hipolito Av.",-58.37071600000001,-34.608936,2024-11-11 14:45:20,9,009 - Parque Las Heras,"2300 Diaz, Cnel. Av. & French",-58.407741,-34.585443,40069.0,FIT,FEMALE,13,11,14,11
2056284,23822842,792,2024-11-11 14:13:04,69,069 - Ecuador,"1226 Ecuador & Mansilla, Lucio Norberto, General",-58.4046092,-34.5961006,2024-11-11 14:26:16,161,161 - Humahuaca,3912 Humahuaca,-58.4196761,-34.6020779,526865.0,FIT,OTHER,13,11,14,11
2209871,23822843,2526,2024-11-11 14:13:08,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,2024-11-11 14:55:14,82,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,617998.0,FIT,MALE,13,11,14,11
2788973,23822844,899,2024-11-11 14:13:15,131,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.39901580000001,-34.5984043,2024-11-11 14:28:14,171,171 - Pasteur,519 Pasteur,-58.3997553,-34.6032813,740740.0,FIT,OTHER,13,11,14,11
2789091,23822845,1405,2024-11-11 14:13:17,475,238 - PLAZA LAS TOSCANERAS,Ramón Lista 5500 (y Moliere),-58.52601810000001,-34.6165412,2024-11-11 14:36:42,237,302 - ESTACION VILLA LURO,Virgilio 90,-58.501355258102926,-34.63670935917866,1198253.0,FIT,FEMALE,13,11,14,11
2210104,23822846,1635,2024-11-11 14:13:22,548,051 - PLAZA SUDAMERICA,Av. Piedrabuena 4901,-58.475178,-34.687767,2024-11-11 14:40:37,548,051 - PLAZA SUDAMERICA,Av. Piedrabuena 4901,-58.475178,-34.687767,1238589.0,FIT,FEMALE,13,11,14,11
2844279,23822847,863,2024-11-11 14:13:25,182,182 - RAVIGNANI Y GUATEMALA,"2185 Ravignani, Emilio, Dr. & Guatemala",-58.435246600000006,-34.5780479,2024-11-11 14:27:48,54,054 - Acuña de Figueroa,Lavalle 4015,-58.422069400000005,-34.5982097,9573.0,FIT,MALE,13,11,14,11
2767143,23822848,872,2024-11-11 14:13:25,61,098 - BENITO JUAREZ, Benito Juarez 2231,-58.50517690000001,-34.6189273,2024-11-11 14:27:57,454,176 - Plaza Derechos del hombre,CORTINA 551,-58.50694000000001,-34.63403,1249337.0,FIT,FEMALE,13,11,14,11
2767291,23822849,1366,2024-11-11 14:13:28,137,137 - AZOPARDO Y CHILE,AZOPARDO 700,-58.3674923,-34.6155977,2024-11-11 14:36:14,8,008 - Congreso,"Cevallos, Virrey& Yrigoyen, Hipolito Av.",-58.3893364,-34.6094218,1100454.0,FIT,FEMALE,13,11,14,11
2853297,23822850,647,2024-11-11 14:13:29,128,128 - PARQUE DEL BAJO,Tte. Gral. Juan Domingo Perón 133,-58.36882117,-34.60515159,2024-11-11 14:24:16,79,079 - AZUCENA VILLAFLOR,"Villaflor, Azucena & Dealessi, Pierina",-58.36393000000001,-34.61189,711903.0,FIT,MALE,13,11,14,11
2056279,23822851,609,2024-11-11 14:13:34,76,076 - Ayacucho,"Ayacucho &Peron, Juan Domingo, Tte. General",-58.39505479999999,-34.6074084,2024-11-11 14:23:43,131,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.39901580000001,-34.5984043,68133.0,FIT,MALE,13,11,14,11
2753466,23822852,1071,2024-11-11 14:13:40,420,375 - Ciudad Universitaria I,INTENDENTE GUIRALDES 2160 - PABELLÓN I,-58.43959999999999,-34.5446,2024-11-11 14:31:31,359,250 - Fleni,2292 Montañeses,-58.45047900000001,-34.555602,899674.0,FIT,MALE,13,11,14,11
2396877,23822853,22,2024-11-11 14:13:41,269,260 - SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",-58.45779900000001,-34.577329,2024-11-11 14:14:03,269,260 - SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",-58.45779900000001,-34.577329,1244871.0,ICONIC,FEMALE,13,11,14,11
2854060,23822854,447,2024-11-11 14:13:46,187,261 - QUINTEROS LIDORO,"1483 Quinteros, Lidoro J. Av.",-58.45089699999999,-34.552571,2024-11-11 14:21:13,526,088 - NUÑEZ ,Comodoro Martín Rivadavia 1630,-58.46340407324711,-34.54162804074317,1229464.0,ICONIC,MALE,13,11,14,11
2753458,23822856,2121,2024-11-11 14:13:53,96,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,2024-11-11 14:49:14,199,199 - ESTADOS UNIDOS Y BOEDO,3568 Estados Unidos & Boedo Av.,-58.41601370000001,-34.6222601,1243805.0,FIT,FEMALE,13,11,14,11
2396876,23822858,74,2024-11-11 14:14:08,269,260 - SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",-58.45779900000001,-34.577329,2024-11-11 14:15:22,269,260 - SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",-58.45779900000001,-34.577329,1244871.0,ICONIC,FEMALE,14,11,14,11
2346449,23822857,750,2024-11-11 14:14:08,519,053 - AV. DEL LIBERTADOR ,Av. Del Libertador 100,-58.375442711639394,-34.59291496187579,2024-11-11 14:26:38,202,001 - FACULTAD DE DERECHO,Av. Pres. Figueroa Alcorta 2120,-58.390602,-34.583749,1107841.0,FIT,FEMALE,14,11,14,11
2396412,23822859,1142,2024-11-11 14:14:10,93,093 - CARLOS CALVO,Sarandi 1010,-58.3944635,-34.620798,2024-11-11 14:33:12,172,172 - BRASIL,BRASIL&DEFENSA,-58.371082,-34.625426,755416.0,FIT,MALE,14,11,14,11
2347244,23822860,1152,2024-11-11 14:14:11,206,159 - Fitz Roy & Gorriti,Fitz Roy & Gorriti,-58.437339,-34.58495,2024-11-11 14:33:23,69,069 - Ecuador,"1226 Ecuador & Mansilla, Lucio Norberto, General",-58.4046092,-34.5961006,772135.0,ICONIC,MALE,14,11,14,11
2213182,23822861,1769,2024-11-11 14:14:18,359,250 - Fleni,2292 Montañeses,-58.45047900000001,-34.555602,2024-11-11 14:43:47,9,009 - Parque Las Heras,"2300 Diaz, Cnel. Av. & French",-58.407741,-34.585443,407514.0,ICONIC,FEMALE,14,11,14,11
2396489,23822862,392,2024-11-11 14:14:22,433,273 - Plazoleta Colombia,1619 Brandsen,-58.373726000000005,-34.637697,2024-11-11 14:20:54,252,331 - CALIFORNIA,California 1774 y General Hornos,-58.374336,-34.647121,1147938.0,FIT,FEMALE,14,11,14,11
2844117,23822863,1014,2024-11-11 14:14:30,132,132 - CORRIENTES,Reconquista & Corrientes Av.,-58.372763,-34.6033685,2024-11-11 14:31:24,175,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,1158142.0,FIT,MALE,14,11,14,11
2396033,23822865,538,2024-11-11 14:14:33,41,041 - PARQUE PATRICIOS II,Av Caseros 3015,-58.40588830000001,-34.6371232,2024-11-11 14:23:31,403,316 - Buenos Aires,Suarez 3150,-58.39387590287583,-34.6446835804428,955664.0,FIT,MALE,14,11,14,11
2056391,23822866,1178,2024-11-11 14:14:44,8,008 - Congreso,"Cevallos, Virrey& Yrigoyen, Hipolito Av.",-58.3893364,-34.6094218,2024-11-11 14:34:22,130,130 - RETIRO II,Av. Dr. José María Ramos Mejía 1350,-58.37436403,-34.5917376,1033947.0,FIT,FEMALE,14,11,14,11
2210774,23822867,9004,2024-11-11 14:14:46,261,272 - Plaza Bruno Giordano,Bruno Giordano&Neuquen,-58.440584,-34.616151,2024-11-11 16:44:50,492,325 - MEDRANO,3905 Bartolomé Mitre,-58.4215633,-34.6097105,986245.0,FIT,MALE,14,11,14,11
2395418,23822868,573,2024-11-11 14:14:46,76,076 - Ayacucho,"Ayacucho &Peron, Juan Domingo, Tte. General",-58.39505479999999,-34.6074084,2024-11-11 14:24:19,131,131- HOSPITAL DE CLÍNICAS,"Uriburu Jose E., Pres. & Paraguay",-58.39901580000001,-34.5984043,1207298.0,FIT,FEMALE,14,11,14,11
2395968,23822869,871,2024-11-11 14:14:46,193,193 - ARENALES Y AGUERO,Arenales y Aguero,-58.4061652,-34.5908626,2024-11-11 14:29:17,76,076 - Ayacucho,"Ayacucho &Peron, Juan Domingo, Tte. General",-58.39505479999999,-34.6074084,55111.0,FIT,MALE,14,11,14,11
2346353,23822870,619,2024-11-11 14:14:47,340,359 - PLAZA BALCARCE,Jaramillo 2312,-58.46784399999999,-34.54754,2024-11-11 14:25:06,526,088 - NUÑEZ ,Comodoro Martín Rivadavia 1630,-58.46340407324711,-34.54162804074317,1026910.0,FIT,FEMALE,14,11,14,11
2789359,23822871,2554,2024-11-11 14:14:50,420,375 - Ciudad Universitaria I,INTENDENTE GUIRALDES 2160 - PABELLÓN I,-58.43959999999999,-34.5446,2024-11-11 14:57:24,12,012 - Plaza Vicente Lopez,Parana & Juncal,-58.388807,-34.5927096,823530.0,FIT,MALE,14,11,14,11
2050848,23822872,1330,2024-11-11 14:14:51,76,076 - Ayacucho,"Ayacucho &Peron, Juan Domingo, Tte. General",-58.39505479999999,-34.6074084,2024-11-11 14:37:01,60,060 - 25 De Mayo,527 25 De Mayo,-58.37107900000001,-34.6016509,1189333.0,ICONIC,MALE,14,11,14,11
2056674,23822873,2440,2024-11-11 14:14:52,340,359 - PLAZA BALCARCE,Jaramillo 2312,-58.46784399999999,-34.54754,2024-11-11 14:55:32,268,399 - GARCIA DEL RIO,Av. García del Río 3182,-58.477,-34.5503,1211680.0,FIT,FEMALE,14,11,14,11
